word,score
nonparticipant,0
nonparticipation,0
nonparticulate,-0.5
nonparticulate_radiation,0
nonpartisan,0.25
nonpartisanship,0
nonpartizan,0.25
nonpasserine,-0.125
nonpasserine_bird,0
nonpayment,-0.375
nonperformance,0
nonperiodic,0
nonperson,0
nonpersonal,-0.125
nonphotosynthetic,-0.125
nonphysical,-0.5
nonplus,-0.125
nonplused,-0.5
nonplussed,-0.5
nonpoisonous,-0.125
nonpolar,-0.125
nonpolitical,0
nonporous,-0.625
nonpregnant,-0.125
nonprehensile,-0.125
nonprescription,-0.375
nonproductive,0.125
nonprofessional,-0.625
nonprofit,0
nonprofit_organization,0
nonprognosticative,0
nonprogressive,0.125
nonproliferation,0
nonproliferation_center,0
nonproprietary,-0.75
nonprotractile,-0.125
nonpsychoactive,-0.75
nonpublic,-0.75
nonpurulent,0.375
nonracial,0
nonracist,0.25
nonradioactive,-0.25
nonrandom,-0.25
nonrapid_eye_movement,0
nonrapid_eye_movement_sleep,0
nonrational,0.25
nonreader,-0.5
nonreciprocal,-0.125
nonreciprocating,-0.25
nonrecreational,0.125
nonreflecting,-0.625
nonreflective,-0.625
nonreligious_person,-0.125
nonremittal,-0.25
nonrenewable,0
nonrepetitive,-0.125
nonrepresentational,0
nonrepresentative,-0.625
nonresident,-0.75
nonresidential,-0.125
nonresilient,-0.25
nonresinous,-0.5
nonresiny,-0.5
nonresistance,0
nonresistant,-0.75
nonresonant,-0.25
nonrestrictive,-0.75
nonrestrictive_clause,-0.625
nonreticulate,-0.625
nonretractable,-0.75
nonretractile,-0.75
nonreturnable,0.125
nonreversible,-0.625
nonrhythmic,-0.625
nonrigid,0.125
nonruminant,-0.25
nonsectarian,-0.625
nonsegmental,0
nonsegregated,0
nonsense,0.375
nonsense_verse,0
nonsensical,0.625
nonsensicality,0
nonsensitive,-0.625
nonsexual,-0.625
nonsignificant,0.5
nonsingular_matrix,0
nonskid,0
nonslip,0
nonslippery,-0.5
nonsmoker,0
nonsmoking_car,0
nonsocial,-0.625
nonsocial_infection,0.125
nonsolid_color,0
nonsolid_colour,0
nonsovereign,0
nonspatial,-0.25
nonspeaking,-0.5
nonspecific,-0.125
nonspecific_urethritis,-0.5
nonspecifically,0.125
nonspherical,-0.125
nonstandard,-0.75
nonstarter,-0.5
nonsteroid,-0.375
nonsteroidal,-0.625
nonsteroidal_anti-inflammatory,0
nonsteroidal_anti-inflammatory_drug,0
nonstick,0
nonstop,0
nonstop_flight,0
nonstructural,-0.375
nonsubjective,0.125
nonsubmergible,-0.625
nonsubmersible,-0.625
nonsuch,0.75
nonsuppurative,-0.25
nonsurgical,-0.125
nonsweet,-0.375
nonsyllabic,-0.5
nonsymbiotic,-0.125
nonsynchronous,-0.25
nonsynthetic,0
nontaxable,-0.375
nontechnical,-0.625
nontelescopic,0
nontelescoping,0
nonterritorial,-0.125
nontextual_matter,0
nonthermal,-0.25
nonthrombocytopenic_purpura,-0.5
nontoxic,-0.625
nontraditional,-0.875
nontransferable,-0.375
nontranslational,-0.5
nontransmissible,-0.625
nontricyclic,0.25
nontricyclic_antidepressant,0.25
nontricyclic_antidepressant_drug,0.25
nontricyclic_drug,0.25
nonturbulent,-0.25
nonuniform,-0.5
nonuniformity,0.25
nonunion,-0.625
nonunionised,-0.75
nonunionized,-0.75
nonuple,0
nonvascular_organism,0
nonvascular_plant,-0.125
nonvenomous,-0.125
nonverbal,0
nonverbal_intelligence,-0.375
nonverbally,0
nonviable,-0.625
nonviolence,0
nonviolent,-0.375
nonviolent_resistance,0
nonviolently,0
nonviscid,-0.625
nonvisual,-0.25
nonvolatile,0.125
nonvolatile_storage,0
nonvolatilisable,0.125
nonvolatilizable,0.125
nonvoluntary,-0.75
nonwashable,0
nonwoody,-0.625
nonworker,0
noodle,0
nook,-0.125
nook_and_cranny,0
nookie,0
nooks_and_crannies,0
nooky,0
noon,0
noonan's_syndrome,-0.5
noonday,0
noontide,0
noose,0.125
nootka,0
nootka_cypress,0
nopal,0
nopalea,0
nor'-east,0
nor'-nor'-east,0
nor'-nor'-west,0
nor'-west,0
nor-q-d,0
noradrenaline,0
norbert_wiener,0
nord-pas-de-calais,0
nordic,-0.125
noreaster,-0.125
noreg,0
norepinephrine,0
norethandrolone,-0.125
norethindrone,-0.125
norethindrone_acetate,-0.125
norethynodrel,0
norflex,-0.25
norfolk,0
norfolk_island,0
norfolk_island_pine,0
norfolk_jacket,0
norfolk_terrier,0
norfolk_wherry,0
norge,0
norgestrel,0
noria,0
norinyl,0
norlestrin,0
norlutin,-0.125
norm,0
norma,0
norma_jean_baker,0
normal,-0.5
normal_curve,-0.125
normal_distribution,0
normal_dwarf,0.125
normal_fault,0.125
normal_school,0
normal_tension_glaucoma,0
normalcy,0.125
normalisation,0.5
normalise,0
normaliser,0
normality,-0.25
normalization,0.5
normalize,0
normalizer,0
normally,0
norman,0
norman-french,0
norman_architecture,0
norman_conquest,0
norman_french,0
norman_jewison,0
norman_mailer,0
norman_mattoon_thomas,0
norman_rockwell,0.125
norman_thomas,0
normandie,0
normandy,0
normative,0.375
normodyne,0
normotensive,-0.125
normothermia,-0.125
norn,0
norris,0
norrish,0
norse,0
norse_deity,0
norse_mythology,0
norseman,0
north,0
north-central,0
north-east,0
north-northeast,0
north-northwest,0
north-polar,0
north-seeking_pole,0
north-south_direction,0
north-west,0
north_africa,0
north_african,0
north_america,0
north_american,0
north_american_country,0
north_american_free_trade_agreement,0
north_american_nation,0
north_atlantic,0
north_atlantic_council,0
north_atlantic_treaty,0
north_atlantic_treaty_organization,0
north_borneo,0
north_by_east,0
north_by_west,0
north_carolina,0
north_carolinian,0
north_cascades_national_park,0
north_celestial_pole,0
north_channel,0
north_dakota,0
north_dakotan,0
north_dravidian,0
north_equatorial_current,0
north_frigid_zone,0
north_germanic,0
north_germanic_language,0
north_island,0
north_island_edelweiss,0
north_korea,0
north_korean,0
north_korean_monetary_unit,0
north_korean_won,0
north_northeast,0
north_northwest,0
north_pacific,0
north_peak,0.375
north_platte,0
north_platte_river,0
north_pole,0
north_sea,0
north_side,0
north_star,0
north_star_state,0
north_temperate_zone,0
north_vietnam,0
north_vietnamese,0
north_wind,0
north_yorkshire,0
northampton,0
northamptonshire,0
northbound,0
northeast,0
northeast_by_east,0
northeast_by_north,0
northeaster,-0.125
northeasterly,0
northeastern,0
northeastern_united_states,0
northeastward,0
northeastwardly,0
norther,0
northerly,0
northern,0
northern_alliance,0
northern_baptist,0
northern_baptist_convention,0
northern_barramundi,0
northern_bedstraw,0
northern_beech_fern,0
northern_bobwhite,0
northern_bog_lemming,0
northern_casque-headed_frog,0
northern_cricket_frog,0
northern_cross,0
northern_dewberry,0
northern_dune_tansy,0
northern_europe,0
northern_flying_squirrel,0
northern_harrier,0
northern_hemisphere,0
northern_holly_fern,0
northern_ireland,0
northern_jacob's_ladder,0
northern_lights,0
northern_lobster,0
northern_mammoth,0
northern_mariana_islands,0
northern_marianas,0
northern_oak_fern,0
northern_oriole,0
northern_parula,0
northern_phalarope,0
northern_pike,0
northern_pin_oak,0
northern_pitch_pine,0
northern_pocket_gopher,0
northern_porgy,0
northern_red_oak,0
northern_rhodesia,0
northern_scup,0
northern_sea_robin,0
northern_shrike,0
northern_snakehead,0
northern_snow_bedstraw,0
northern_spy,0
northern_storm_petrel,0
northern_territory,0
northern_white_cedar,0
northern_whiting,0
northern_woodsia,0
northerner,0
northernmost,0
northernness,0
northland,0
northman,0
northmost,0
northrop,0
northrop_frye,0
northumberland,0
northumbria,0
northward,0
northwards,0
northwest,0
northwest_by_north,0
northwest_by_west,0
northwest_passage,0
northwest_territories,0
northwest_wind,0
northwester,0
northwesterly,0
northwestern,0
northwestern_united_states,0
northwestward,0
northwestwardly,0
nortriptyline,0
noruz,0
norvasc,0
norvir,0
norway,0
norway_lobster,0
norway_maple,0
norway_rat,0
norway_spruce,0
norwegian,0
norwegian_elkhound,0
norwegian_krone,0
norwegian_lobster,0
norwegian_monetary_unit,0
norwegian_sea,0
norwich_terrier,0
nose,0.375
nose_candy,0
nose_cone,0
nose_count,0
nose_dive,0
nose_drops,0
nose_flute,0
nose_job,0
nose_out,0.25
nose_ring,0
nosebag,0
noseband,-0.25
nosebleed,0
nosecount,0
nosed,0.125
nosedive,0
nosegay,0
noseless,0
nosepiece,-0.25
nosewheel,0
nosey,-0.25
nosey-parker,0
nosh,0
nosh-up,0
nosher,0
nosiness,-0.625
nosocomial,0
nosohusial,0
nosology,0
nostalgia,-0.375
nostalgic,-0.75
nostalgically,0.125
nostoc,0
nostocaceae,0
nostradamus,0
nostril,0
nostrum,0.125
nosy,-0.25
nosy-parker,0
not,-0.625
not-for-profit,0
not_bad,0.875
not_by_a_blame_sight,-0.25
not_by_a_long_sight,-0.25
not_guilty,-0.125
not_intrusive,-0.625
not_surprised,-0.5
not_to_mention,-0.125
nota_bene,0
notability,0
notable,0.375
notably,0
notarise,0
notarize,0
notary,0
notary_public,0
notate,0
notation,0
notational_system,0
notch,0.125
notched,0.125
note,0.875
note_of_hand,0
note_payable,0
note_receivable,0
note_value,0
notebook,0
notebook_computer,0
notebook_entry,0
notecase,0
notechis,-0.125
notechis_scutatus,0
noted,0.375
notemigonus,0
notemigonus_crysoleucas,0
notepad,0
notepaper,0
noteworthy,0.375
nothing,0
nothingness,0.125
nothings,0
nothofagus,0
nothofagus_cuninghamii,0
nothofagus_dombeyi,0
nothofagus_menziesii,0
nothofagus_obliqua,0
nothofagus_procera,0
nothofagus_solanderi,0
nothofagus_truncata,0
nothosaur,0.125
nothosauria,-0.125
notice,0.625
notice_board,0
noticeability,0
noticeable,0.625
noticeableness,0
noticeably,0.125
noticed,0.125
noticer,0
notifiable,-0.125
notification,0
notify,0
notion,0.125
notional,-0.75
notions_counter,0
notochord,0
notomys,0
notonecta,0
notonecta_undulata,-0.125
notonectidae,0
notophthalmus,0
notophthalmus_viridescens,0
notoriety,0.125
notorious,-0.875
notoriously,0
notornis,-0.125
notornis_mantelli,-0.125
notoryctidae,0
notoryctus,0
notoryctus_typhlops,0
notostraca,0
notropis,0
notropis_atherinoides,0
notropis_cornutus,0
notturno,0
notwithstanding,-0.375
nouakchott,0
nougat,0
nougat_bar,0
nought,0
noughts_and_crosses,0
noumenon,0.25
noun,0
noun_phrase,0
nourish,0
nourished,0.375
nourishing,0.25
nourishment,0
nous,0.25
nouveau-riche,-0.25
nouvelle_cuisine,0
nouvelle_vague,0
nov,0
nov-esperanto,0
nov-latin,0
nova,0
nova_lisboa,0
nova_lox,0
nova_salmon,0
nova_scotia,0
nova_scotia_lox,0
nova_scotia_salmon,0
nova_scotian,0
nova_style_salmon,0
nova_zembla,0
novate,0.125
novation,0
novaya_zemlya,0
novel,0.5
novelette,0
novelisation,0
novelise,0
novelist,0
novelization,0
novelize,0
novella,0
novelty,-0.25
novelty_shop,0
november,0
november_1,0
november_11,0
november_2,0
november_5,0
novena,0
novgorod,0
novial,0
novice,0
noviciate,0
novillada,0.25
novillero,0.375
novitiate,0
novobiocin,0.25
novocain,0
novocaine,0
novosibirsk,0
now,-0.375
now_and_again,0
now_and_then,0
now_now,-0.375
nowadays,0.25
nowhere,-0.25
nowise,0
nowness,0.25
nowrooz,0
nowruz,0
nox,0
noxious,-0.25
noxiously,-0.25
noxiousness,-0.25
noyes,0.125
nozzle,0
np,0
npa,0
npc,0
nra,0
nrc,0
nrem,0
nrem_sleep,0
nrl,0
nrna,0
nro,0
nrti,0
nsa,0
nsaid,0
nsc,0
nsf,0
nsu,-0.5
nsw,0
nswc,0
nt,0
nth,0
ntis,0
nu,0
nuance,-0.125
nub,0.25
nubbin,0
nubbiness,-0.25
nubble,0
nubbly,-0.25
nubby,-0.25
nubia,0
nubian,0
nubian_desert,0
nubile,0
nucellus,0
nucha,0
nucifraga,0
nucifraga_caryocatactes,0
nucifraga_columbiana,0
nuclear,0.125
nuclear-powered_ship,0
nuclear-powered_submarine,0
nuclear_cataract,0
nuclear_chemist,0
nuclear_chemistry,0
nuclear_club,0
nuclear_deterrence,0
nuclear_energy,0
nuclear_engineering,0
nuclear_explosion,0
nuclear_family,0
nuclear_fission,0
nuclear_fuel,0
nuclear_fusion,0
nuclear_fusion_reaction,0
nuclear_magnetic_resonance,0
nuclear_medicine,0
nuclear_meltdown,-0.25
nuclear_physicist,0
nuclear_physics,0
nuclear_power,0
nuclear_propulsion,0
nuclear_reaction,0
nuclear_reactor,0
nuclear_regulatory_commission,0
nuclear_resonance,0
nuclear_rna,0
nuclear_rocket,0
nuclear_submarine,0
nuclear_terrorism,0
nuclear_transplantation,0
nuclear_warhead,0
nuclear_weapon,0
nuclear_winter,0
nuclease,0
nucleate,0
nucleated,0
nucleic_acid,0
nucleolar_organiser,0
nucleolar_organizer,0
nucleole,0
nucleolus,0
nucleolus_organiser,0
nucleolus_organizer,0
nucleon,0
nucleon_number,0
nucleonics,0
nucleoplasm,0
nucleoprotein,0
nucleoside,0
nucleoside_reverse_transcriptase_inhibitor,0
nucleosynthesis,0
nucleotide,0
nucleus,0
nucleus_niger,0
nuda,-0.125
nude,0.375
nude_dancing,0.25
nude_mouse,0
nude_painting,0
nude_person,0
nude_sculpture,0
nude_statue,0
nudeness,-0.25
nudge,-0.125
nudger,-0.375
nudibranch,0
nudibranchia,0
nudism,-0.625
nudist,0.125
nudity,-0.25
nudnick,-0.625
nudnik,-0.625
nuffield,0
nugatory,0.25
nugget,0
nuisance,-0.375
nuisance_abatement,0
nuisance_tax,0
nuisance_value,-0.375
nuke,0
null,-0.5
null_set,0
null_space,0
nullah,0
nullarbor_plain,0
nullification,0
nullified,-0.25
nullifier,0
nullify,-0.375
nullipara,-0.625
nullity,0.25
numb,-0.75
numbat,0
number,-0.375
number_1,0
number_agreement,0
number_cruncher,0
number_crunching,0
number_one,0
number_one_wood,0
number_representation_system,0
number_system,0
number_theorist,0
numbering,0
numberless,0
numberplate,0
numbers,0
numbers_game,0
numbers_pool,0
numbers_racket,0
numbfish,0
numbing,-0.5
numbly,0.125
numbness,-0.25
numdah,0
numdah_rug,0
numen,0
numenius,0
numenius_arquata,0
numenius_borealis,0
numerable,0
numeracy,0.375
numeral,0
numerate,-0.125
numeration,0.125
numeration_system,0
numerator,0
numeric,0
numerical,0
numerical_analysis,0
numerical_quantity,0
numerical_value,0
numerically,0
numerological,0
numerologist,0
numerology,0
numerosity,-0.125
numerous,-0.125
numerousness,-0.125
numida,0
numida_meleagris,0
numidia,0
numidian,0
numididae,0
numidinae,0
numinous,0.125
numismatics,0
numismatist,0
numismatologist,0
numismatology,0
nummulite,0
nummulitidae,0
numskull,-0.375
nun,0
nun's_habit,0
nun_buoy,0
nunavut,0
nunc_dimittis,0
nuncio,0
nung,0
nunnery,0
nuphar,0
nuphar_advena,0
nuphar_lutea,0
nuphar_sagittifolium,0
nuprin,-0.25
nuptial,0
nuptials,0
nuptse,0
nuremberg,0
nureyev,0
nurnberg,0
nurse,0.25
nurse's_aide,0
nurse-midwife,0
nurse-patient_relation,0.125
nurse_clinician,0
nurse_log,0
nurse_practitioner,0
nurse_shark,0
nursed,0
nurseling,0
nursemaid,0
nurser,0
nursery,0
nursery_rhyme,0
nursery_school,-0.125
nurseryman,0
nursing,-0.375
nursing_aide,0
nursing_bottle,0
nursing_care,0.25
nursing_home,0
nursing_school,0
nursling,0
nurtural,-0.375
nurturance,0.375
nurturant,0.375
nurture,0.125
nusa_tenggara,0
nusku,0
nut,-0.125
nut-bearing,0.25
nut-leaved_screw_tree,0
nut_and_bolt,0
nut_bar,0
nut_bread,0
nut_butter,0
nut_case,0
nut_grass,0
nut_house,-0.25
nut_pine,0
nut_sedge,0
nut_tree,0
nutate,0
nutation,-0.25
nutbrown,0
nutcase,-0.375
nutcracker,0
nutgrass,0
nuthatch,0
nuthouse,-0.25
nutlet,0
nutlike,0.25
nutmeg,0
nutmeg-shaped,0
nutmeg-yew,0.125
nutmeg_family,0
nutmeg_flower,0
nutmeg_geranium,0
nutmeg_hickory,0
nutmeg_melon,0
nutmeg_state,0
nutmeg_tree,0
nutria,0
nutrient,0.25
nutrient_agar,0
nutrient_artery,0
nutrify,0
nutriment,0
nutrition,0
nutritional,0
nutritionally,0.125
nutritionary,0
nutritionist,0
nutritionist's_calorie,0
nutritious,0.25
nutritiousness,0.875
nutritive,0.25
nutritiveness,0.875
nuts,-0.375
nuts_and_bolts,0
nutsedge,0
nutshell,0
nuttall's_oak,0
nuttall_oak,0
nutter,0
nuttily,0
nutty,-0.375
nuwc,0
nux_vomica,0
nuytsia,0
nuytsia_floribunda,0
nuzzle,0.25
nv,0
nw,0
nwbn,0
nwbw,0
ny,0
nyala,0
nyamuragira,0
nyamwezi,0
nyasaland,0
nybble,0
nyctaginaceae,0
nyctaginia,0
nyctaginia_capitata,0
nyctalopia,-0.375
nyctanassa,0
nyctanassa_violacea,0
nyctereutes,0
nyctereutes_procyonides,0
nycticebus,0
nycticebus_pygmaeus,0
nycticebus_tardigradua,0
nycticorax,0
nycticorax_nycticorax,0
nyctimene,0
nyctophobia,-0.25
nycturia,0
nydrazid,-0.125
nyiragongo,0
nylghai,0
nylghau,0
nylon,-0.125
nylon_stocking,0
nylons,0
nymph,0.25
nymphaea,0
nymphaea_alba,0
nymphaea_caerulea,0
nymphaea_lotus,0
nymphaea_odorata,0
nymphaea_stellata,0
nymphaeaceae,0
nymphalid,0
nymphalid_butterfly,0
nymphalidae,0
nymphalis,0
nymphalis_antiopa,0
nymphet,0
nymphicus,0
nymphicus_hollandicus,0
nympho,0.125
nympholepsy,-0.25
nympholept,0
nymphomania,0.125
nymphomaniac,-0.25
nymphomaniacal,-0.25
nynorsk,0
nypa,0
nyquist_frequency,0
nyquist_rate,0.25
nyse,0
nyssa,0
nyssa_aquatica,0
nyssa_sylvatica,0
nyssaceae,0
nystagmus,-0.625
nystan,0
nystatin,0
nyx,0
o,0
o'brien,0
o'casey,0
o'clock,0
o'connor,0
o'er,0
o'flaherty,0
o'hara,0
o'keeffe,0
o'neill,0
o'toole,0
o._henry,0
o.d.,0
o.e.d.,0.375
o.k.,0.625
o_level,0
o_ring,0
oaf,0
oafish,-0.375
oahu,0
oahu_island,0
oak,0
oak-leaved_goosefoot,0
oak_apple,-0.5
oak_blight,0
oak_chestnut,0
oak_fern,0
oak_leaf_cluster,0
oak_tree,0
oaken,0
oakland,0
oakleaf_goosefoot,0
oakley,0
oakum,0
oar,0
oarfish,0
oarlock,0
oarsman,0
oarsmanship,0.5
oarswoman,0
oas,0
oasis,0
oast,0
oast_house,0
oat,0
oat_cell_carcinoma,0
oatcake,0
oaten,0
oates,0
oath,-0.375
oatmeal,0
oatmeal_cookie,0
oaxaca,0
oaxaca_de_juarez,0
ob,0
ob_river,0
obadiah,-0.25
obbligato,-0.25
obduracy,-0.125
obdurate,0.125
obdurately,-0.125
obeah,0
obeche,0
obechi,0
obedience,0.375
obedience_plant,0
obedient,0.25
obedient_plant,0
obediently,0.375
obeisance,0.125
obelion,0
obelisk,0
oberson,0
obese,0
obesity,-0.5
obesity_diet,0
obey,0.25
obfuscate,-0.25
obfuscation,-0.375
obi,0
obidoxime_chloride,0
obiism,0
obit,0
obiter_dictum,-0.25
obituary,0
object,-0.125
object-oriented_database,0
object-oriented_database_management_system,0
object-oriented_programing,0
object-oriented_programing_language,0
object-oriented_programming,0
object-oriented_programming_language,0
object_ball,0
object_code,0
object_glass,0
object_language,0
object_lens,0
object_lesson,0
object_of_a_preposition,0
object_of_the_verb,0
object_program,0
object_recognition,0
objectification,0
objectify,0
objection,-0.25
objectionable,-0.625
objectionableness,0.125
objectionably,0.125
objective,0.125
objective_case,0
objective_lens,0
objectively,0
objectiveness,0.25
objectivity,0.25
objector,0
objurgate,-0.75
objurgation,-0.125
oblanceolate,0.375
oblanceolate_leaf,0.375
oblate,0.375
oblateness,0.25
oblation,0.125
obligate,0
obligate_anaerobe,-0.5
obligated,0
obligation,0.125
obligational,0
obligato,-0.25
obligatorily,0.375
obligatory,0.5
oblige,0.125
obliged,0.625
obliger,0
obliging,0.75
obligingly,0
obligingness,-0.25
oblique,0.75
oblique-angled,0.125
oblique_angle,-0.5
oblique_bandage,0
oblique_case,-0.125
oblique_triangle,-0.125
oblique_vein_of_the_left_atrium,0
obliquely,0
obliqueness,0
obliquity,-0.625
obliterable,0
obliterate,-0.375
obliterated,-0.125
obliteration,0.25
obliterator,0
oblivion,0.125
oblivious,0.375
obliviousness,0
oblong,0.125
oblong_leaf,0
oblong_woodsia,0
oblongness,0
obloquy,-0.625
obnoxious,-0.625
obnoxiously,0.125
obnoxiousness,0.125
obnubilate,-0.125
oboe,0
oboe_d'amore,0
oboe_da_caccia,0
oboist,0
obolus,0
obovate,0.25
obovate_leaf,0.125
obscene,-0.75
obscenely,-0.25
obscenity,-0.25
obscurantism,0
obscurantist,0.125
obscure,-0.75
obscurely,0.125
obscureness,-0.625
obscurity,-0.625
obsequious,0.625
obsequiously,0.25
obsequiousness,0.5
observable,0.5
observably,0.125
observance,0.125
observant,0.5
observantly,0.375
observation,0.25
observation_dome,0
observation_post,0.375
observation_station,0
observation_tower,0
observational,0
observatory,0
observe,0.375
observed,0
observed_fire,0
observer,0
observer's_meridian,0
observing,0.5
observingly,0.375
obsess,0.25
obsessed,0.375
obsession,-0.75
obsessional,0.25
obsessionally,0.25
obsessive,0.25
obsessive-compulsive,0.125
obsessive-compulsive_disorder,0
obsessive-compulsive_personality,0
obsessively,0.25
obsessiveness,0.25
obsessivity,0.25
obsidian,0
obsolesce,0
obsolescence,0
obsolescent,-0.375
obsolete,-0.125
obsoleteness,0
obstacle,0
obstacle_race,0
obstetric,0
obstetrical,0
obstetrical_delivery,0
obstetrical_toad,0
obstetrician,0
obstetrics,0
obstinacy,-0.625
obstinance,-0.625
obstinate,-0.625
obstinately,-0.125
obstipate,-0.75
obstipation,-0.625
obstreperous,-0.5
obstreperously,0
obstreperousness,-0.25
obstruct,0
obstructed,0
obstructer,-0.125
obstruction,-0.125
obstruction_of_justice,0
obstructionism,-0.125
obstructionist,0
obstructive,0
obstructive_shock,0
obstructively,0.25
obstructor,-0.125
obstruent,0
obtain,0.375
obtainable,0.625
obtainment,0
obtention,0
obtrude,-0.125
obtrude_upon,-0.25
obtrusive,-0.125
obtrusively,0.25
obtrusiveness,0.125
obtund,0.125
obturate,0
obturator,0
obturator_vein,0
obtuse,-0.25
obtuse-angled_triangle,0
obtuse_angle,0
obtuse_leaf,0.375
obtuse_triangle,0
obtusely,0.25
obtuseness,0.125
obverse,0
obviate,0
obviating,0.125
obviation,0
obvious,0.5
obviously,0.5
obviousness,0
oca,0
ocarina,0
occam,0
occam's_razor,0.125
occasion,0.125
occasional,0
occasionally,0
occasions,0
occident,0
occidental,0
occidentalise,0
occidentalism,0
occidentalize,0
occipital,0
occipital_bone,0
occipital_cortex,0
occipital_gyrus,0
occipital_lobe,0
occipital_protuberance,0
occipital_vein,0
occipitomastoid_suture,0
occiput,0
occitan,0
occlude,0
occluded,0
occluded_front,0
occlusion,0
occlusive,-0.375
occult,-0.875
occult_arts,-0.125
occultation,0
occultism,0
occultist,0
occupancy,0
occupancy_rate,0
occupant,0
occupation,0
occupation_licence,0
occupation_license,0
occupational,0
occupational_disease,0
occupational_group,0
occupational_hazard,-0.375
occupational_safety_and_health_act,0
occupational_safety_and_health_administration,0
occupational_therapy,-0.75
occupied,-0.25
occupier,0
occupy,0.375
occur,0.5
occurrence,0
occurrent,0
ocean,0
ocean_bottom,0
ocean_current,0
ocean_floor,0
ocean_liner,0
ocean_perch,0
ocean_pout,0
ocean_state,0
ocean_sunfish,0
ocean_trip,0
oceanaut,0
oceanfront,0
oceangoing,0.375
oceania,0
oceanic,-0.125
oceanic_abyss,0
oceanic_bird,0
oceanic_bonito,0
oceanic_whitetip_shark,0
oceanica,0
oceanid,0
oceanites,0
oceanites_oceanicus,0
oceanographer,0
oceanography,0
oceanology,0
oceanus,0
ocellated,0
ocellated_turkey,0
ocellus,0
ocelot,0
ocher,0
ochlocracy,0
ochna,0
ochna_family,0
ochna_serrulata,0
ochnaceae,0
ochoa,0
ochotona,-0.125
ochotona_collaris,0
ochotona_princeps,0
ochotonidae,0
ochre,0
ochroma,0
ochroma_lagopus,0
ochronosis,-0.375
ochs,0
ocimum,0
ocimum_basilicum,0
ockham,0
ockham's_razor,0.125
oconee_bells,0
ocotillo,0
oct,0
octad,0
octadecanoic_acid,0
octagon,0
octagonal,0
octahedron,0
octal,0
octal_digit,0
octal_notation,0
octal_number_system,0
octal_numeration_system,0
octameter,0
octane,0
octane_number,0
octane_rating,0
octanedioic_acid,0
octangular,0
octans,0
octant,0
octave,0
octavian,0
octavo,0
octet,0.125
octette,0.125
octillion,0
october,0
october_12,0
october_24,0
october_revolution,0
octoberfest,0
octogenarian,0.375
octonary,0
octopod,-0.125
octopoda,0.125
octopodidae,0
octopus,0
octoroon,0
octosyllabic,0
octosyllable,0
octroi,0
octuple,0
ocular,-0.375
ocular_muscle,0
oculism,0.25
oculist,0
oculomotor,0
oculomotor_nerve,0
oculopharyngeal_muscular_dystrophy,0
oculus,0
oculus_dexter,0.5
oculus_sinister,0
ocyurus,0
ocyurus_chrysurus,0
od,0.5
odalisque,0
odd,0.375
odd-even_check,0
odd-job,-0.5
odd-job_man,0
odd-leg_caliper,0
odd-pinnate,0.25
odd-pinnate_leaf,0.25
odd-toed_ungulate,0
odd_fellow,0
odd_fish,0
odd_hassel,0
odd_man_out,0
oddball,0
oddish,-0.125
oddity,0.375
oddly,0.5
oddment,0.375
oddments,0
oddness,0.375
oddone_colonna,0
odds,0.375
odds-maker,0
odds-on,0.5
odds_and_ends,0
ode,0
oder,0
oder_river,0
odesa,0
odessa,0
odets,0
odin,0
odious,-0.25
odiously,-0.375
odiousness,-0.625
odist,0
odium,-0.375
odo,0
odo_of_lagery,0
odoacer,0
odobenidae,0
odobenus,0
odobenus_divergens,0
odobenus_rosmarus,0
odocoileus,0
odocoileus_hemionus,0
odocoileus_hemionus_columbianus,0
odocoileus_virginianus,0
odometer,0
odonata,0
odonate,0
odontalgia,0
odontaspididae,0
odontaspis,0
odontaspis_taurus,0
odontiasis,-0.25
odontoceti,0
odontoglossum,0
odontoid_process,0
odontology,0
odontophorus,0
odor,0
odoriferous,-0.556
odorize,-0.375
odorless,-0.25
odorous,0.125
odour,0
odourise,-0.375
odourless,-0.25
odovacar,0
odovakar,0
odynophagia,-0.625
odysseus,0
odyssey,0
oecanthus,0
oecanthus_fultoni,0
oecumenic,0.5
oecumenical,0.5
oecumenism,0
oed,0.375
oedema,-0.625
oedipal_complex,0
oedipus,0
oedipus_complex,0
oedipus_rex,0
oedogoniaceae,0
oedogoniales,0
oedogonium,0
oeil_de_boeuf,0
oenanthe,-0.125
oenanthe_aquatica,0
oenanthe_crocata,-0.375
oengus,0.375
oenologist,0
oenology,0
oenomel,0
oenophile,0
oenothera,0
oenothera_biennis,0
oenothera_fruticosa,0
oenothera_macrocarpa,0
oersted,0
oesophageal_reflux,0
oesophageal_veins,0
oesophagitis,-0.625
oesophagogastric_junction,0
oesophagoscope,0
oesophagus,0
oesterreich,0
oestradiol,0
oestridae,-0.25
oestriol,0
oestrogen,0
oestrone,0
oestrus,-0.125
oestrus_ovis,0.25
oeuvre,0
of_a_sudden,0
of_age,0.5
of_all_time,0
of_course,-0.125
of_each_person,0
of_import,0.875
of_late,0
of_necessity,0.25
of_sound_mind,0.125
of_the_essence,0.625
of_unsound_mind,-0.625
off,-0.75
off-and-on,0
off-axis_reflector,0
off-base,0
off-broadway,0
off-center,0
off-centered,0
off-color,-0.5
off-colour,0.375
off-day,-0.125
off-guard,0
off-hand,0
off-key,-0.125
off-licence,0
off-limits,0
off-line,-0.75
off-line_equipment,0
off-line_operation,-0.25
